,gRNAs at position of ,,,,,,,,
Key,mU6 (P3),U6 (P2),H1 (P1),Plasmid,Cell_D9,Cell_D15_rep1,Cell_D26_rep1,Cell_D15_rep2,Cell_D26_rep2
"32,5,19",TGFB1_2,DNMT1_1,POLA1_1,33.5,9.66,1.25,0.03,,1.92
"32,5,20",TGFB1_2,DNMT1_1,POLA1_2,26.06,10.95,3.59,3.77,3.05,
"32,5,21",TGFB1_2,DNMT1_1,TOP1_1,31.49,9.41,2.98,3.44,5.75,
"32,5,22",TGFB1_2,DNMT1_1,TOP1_2,26.54,22.17,4.08,4.85,10.07,
"32,5,23",TGFB1_2,DNMT1_1,TUBA1A_1,27.64,19.61,32.02,18.63,20.39,27.23
"32,5,24",TGFB1_2,DNMT1_1,TUBA1A_2,29.01,10.23,11.82,,12.87,7.58
"32,5,25",TGFB1_2,DNMT1_1,TYMS_1,31.46,28.43,13.07,10.28,14.15,13.08
"32,5,26",TGFB1_2,DNMT1_1,TYMS_3,42.59,52.17,72.01,70.75,75.71,108.12
"32,5,27",TGFB1_2,DNMT1_1,FGF2_1,41.87,43.86,46.56,55.39,60.97,44.23
"32,5,28",TGFB1_2,DNMT1_1,FGF2_2,22.13,49.62,27,39.52,52.92,69
"32,5,29",TGFB1_2,DNMT1_1,PIK3C3_1,29.77,19.8,54.9,84.4,36.06,55.96
"32,5,30",TGFB1_2,DNMT1_1,PIK3C3_2,29.87,17.01,25.22,20.27,22.6,14.38
"32,5,31",TGFB1_2,DNMT1_1,TGFB1_1,22.64,35.83,21.11,44.62,35.18,37.15
"32,5,32",TGFB1_2,DNMT1_1,TGFB1_2,8.95,5.02,,0.13,3.59,1.65
"32,6,1",TGFB1_2,DNMT1_2,dummyguide_1,15.41,52.17,63.51,72.48,65.69,90.85
"32,6,2",TGFB1_2,DNMT1_2,dummyguide_2,16.62,15.15,13.22,7.04,9.09,15.35
"32,6,3",TGFB1_2,DNMT1_2,CDK4_3,24.23,15.08,39.8,44.59,34.15,41.96
"32,6,4",TGFB1_2,DNMT1_2,CDK4_2,14.31,12.49,21.33,41.94,5.7,23.88
"32,6,5",TGFB1_2,DNMT1_2,DNMT1_1,58.59,48.27,43.31,33.69,21.32,50.23
"32,6,6",TGFB1_2,DNMT1_2,DNMT1_2,17.16,13.44,14.05,4.75,4.82,4.88
"32,6,7",TGFB1_2,DNMT1_2,EGFR_1,22.18,16.15,12.57,16.96,10.17,38.69
"32,6,8",TGFB1_2,DNMT1_2,EGFR_2,11.78,11.04,15.18,35.59,19.95,20.62
"32,6,9",TGFB1_2,DNMT1_2,ERBB2_1,31.59,31.86,31.38,49.53,45.1,37.77
"32,6,10",TGFB1_2,DNMT1_2,ERBB2_2,15.17,31.93,35.42,61.12,41.86,57.35
"32,6,11",TGFB1_2,DNMT1_2,HDAC1_1,18.58,25.16,50.3,59.36,30.36,21.42
"32,6,12",TGFB1_2,DNMT1_2,HDAC1_2,16.86,6.32,8.12,11.07,14,9.31
"32,6,13",TGFB1_2,DNMT1_2,IKBKB_1,22.29,14.82,19.33,26.42,19.01,28.38
"32,6,14",TGFB1_2,DNMT1_2,IKBKB_2,14.55,15.2,14.84,7.43,10.27,3.85
"32,6,15",TGFB1_2,DNMT1_2,MAP2K1_1,21.62,15.9,34.82,54.18,38.52,53.92
"32,6,16",TGFB1_2,DNMT1_2,MAP2K1_2,19.15,15.83,6.57,38.44,21.08,21.65
"32,6,17",TGFB1_2,DNMT1_2,MTOR_1,15,2.4,0.04,,1.33,
"32,6,18",TGFB1_2,DNMT1_2,MTOR_2,8.09,22.11,14.46,,8.99,6.54
"32,6,19",TGFB1_2,DNMT1_2,POLA1_1,12.64,13.7,0.08,,,2.88
"32,6,20",TGFB1_2,DNMT1_2,POLA1_2,14.2,11.86,6.38,,0.64,5.27
"32,6,21",TGFB1_2,DNMT1_2,TOP1_1,24.63,17.32,14.69,17.38,9.04,9.96
"32,6,22",TGFB1_2,DNMT1_2,TOP1_2,21.32,19.77,4.76,3.7,8.6,3.5
"32,6,23",TGFB1_2,DNMT1_2,TUBA1A_1,28.93,36.9,43.65,49.5,51.49,47.85
"32,6,24",TGFB1_2,DNMT1_2,TUBA1A_2,20.73,20.19,20.2,15.55,15.82,26.12
"32,6,25",TGFB1_2,DNMT1_2,TYMS_1,19.55,15.4,30.66,15.22,17.34,12.23
"32,6,26",TGFB1_2,DNMT1_2,TYMS_3,19.9,6.46,5.06,6.71,1.82,8.77
"32,6,27",TGFB1_2,DNMT1_2,FGF2_1,12.37,2.43,2.83,11.56,6.78,20.88
"32,6,28",TGFB1_2,DNMT1_2,FGF2_2,19.63,32.52,36.55,46.46,27.07,34.08
"32,6,29",TGFB1_2,DNMT1_2,PIK3C3_1,19.68,23.92,23.45,41.51,34.69,40.81
"32,6,30",TGFB1_2,DNMT1_2,PIK3C3_2,15.76,14.05,17.6,24.72,11.15,17.85
"32,6,31",TGFB1_2,DNMT1_2,TGFB1_1,26.22,32.02,27.49,51.56,37.24,47.46
"32,6,32",TGFB1_2,DNMT1_2,TGFB1_2,19.58,18.84,31.68,23.8,34.98,37.31
"32,7,1",TGFB1_2,EGFR_1,dummyguide_1,23.85,30.72,37.19,55.36,44.32,82.23
"32,7,2",TGFB1_2,EGFR_1,dummyguide_2,15.35,14.35,28.96,20.82,25.84,54.46
"32,7,3",TGFB1_2,EGFR_1,CDK4_3,16.64,0.84,9.67,,0.69,0.04
"32,7,4",TGFB1_2,EGFR_1,CDK4_2,14.79,14.08,15.26,17.12,10.07,22.31
"32,7,5",TGFB1_2,EGFR_1,DNMT1_1,9.33,19.31,20.5,9.2,27.12,16.96
"32,7,6",TGFB1_2,EGFR_1,DNMT1_2,11.83,12.89,14.8,24.91,0.05,46.46
"32,7,7",TGFB1_2,EGFR_1,EGFR_1,26.89,37.16,25.15,78.41,60.58,114.62
"32,7,8",TGFB1_2,EGFR_1,EGFR_2,13.66,20.19,15.86,21.05,9.53,17.58
"32,7,9",TGFB1_2,EGFR_1,ERBB2_1,16.27,16.32,12.5,18.92,9.73,16.77
"32,7,10",TGFB1_2,EGFR_1,ERBB2_2,21.73,27.8,56.79,59.72,35.03,33.73
"32,7,11",TGFB1_2,EGFR_1,HDAC1_1,14.92,9.53,7.25,4.13,22.65,6.58
"32,7,12",TGFB1_2,EGFR_1,HDAC1_2,16.08,23.71,20.96,35,30.27,24.85
"32,7,13",TGFB1_2,EGFR_1,IKBKB_1,18.5,16.01,7.33,13.82,9.43,23.65
"32,7,14",TGFB1_2,EGFR_1,IKBKB_2,20.22,12.32,15.6,7.66,15.67,10.12
"32,7,15",TGFB1_2,EGFR_1,MAP2K1_1,31.22,44.54,40.82,41.45,54,54.62
"32,7,16",TGFB1_2,EGFR_1,MAP2K1_2,4.87,19.44,31.72,27.11,20.93,31.08
"32,7,17",TGFB1_2,EGFR_1,MTOR_1,12.05,11.42,7.85,3.27,6.04,
"32,7,18",TGFB1_2,EGFR_1,MTOR_2,3.76,4.57,2.72,,,0.04
"32,7,19",TGFB1_2,EGFR_1,POLA1_1,31.22,22.43,0.83,,12.63,5.58
"32,7,20",TGFB1_2,EGFR_1,POLA1_2,14.17,15.31,37.01,24.88,28.5,24.58
"32,7,21",TGFB1_2,EGFR_1,TOP1_1,15.57,4.34,0.04,,2.36,
"32,7,22",TGFB1_2,EGFR_1,TOP1_2,21.32,21.73,13.41,,10.42,
"32,7,23",TGFB1_2,EGFR_1,TUBA1A_1,22.96,17.5,13.78,21.94,23.68,26.23
"32,7,24",TGFB1_2,EGFR_1,TUBA1A_2,21.35,8.21,4.27,5.43,5.99,2.27
"32,7,25",TGFB1_2,EGFR_1,TYMS_1,7.82,2.34,4.38,6.42,2.51,11.04
"32,7,26",TGFB1_2,EGFR_1,TYMS_3,24.33,13.94,18.01,7.2,7.52,12
"32,7,27",TGFB1_2,EGFR_1,FGF2_1,13.93,33.63,40.93,44.56,25.16,35.38
"32,7,28",TGFB1_2,EGFR_1,FGF2_2,8.66,12.42,9.86,17.74,10.27,16.19
"32,7,29",TGFB1_2,EGFR_1,PIK3C3_1,22.99,11.55,25.98,20.3,23.78,7.38
"32,7,30",TGFB1_2,EGFR_1,PIK3C3_2,25.92,15.26,15.33,3.67,11.84,5.77
"32,7,31",TGFB1_2,EGFR_1,TGFB1_1,12.26,16.03,13.37,17.38,18.42,5.85
"32,7,32",TGFB1_2,EGFR_1,TGFB1_2,4.87,0.02,1.62,,2.21,3.31
"32,8,1",TGFB1_2,EGFR_2,dummyguide_1,11.43,15.94,12.88,8.22,5.75,2.69
"32,8,2",TGFB1_2,EGFR_2,dummyguide_2,13.15,19.89,41.42,47.11,26.09,32.27
"32,8,3",TGFB1_2,EGFR_2,CDK4_3,8.04,5.39,5.1,0.03,6.73,7.46
"32,8,4",TGFB1_2,EGFR_2,CDK4_2,9.38,7.42,9.97,22.75,18.28,15.04
"32,8,5",TGFB1_2,EGFR_2,DNMT1_1,26.73,25.81,25.49,19.22,20.98,24.35
"32,8,6",TGFB1_2,EGFR_2,DNMT1_2,10.59,3.36,12.5,3.18,9.09,1.23
"32,8,7",TGFB1_2,EGFR_2,EGFR_1,13.36,19.96,38.06,38.11,23.14,1.31
"32,8,8",TGFB1_2,EGFR_2,EGFR_2,9.76,1.08,9.52,,3.24,0.04
"32,8,9",TGFB1_2,EGFR_2,ERBB2_1,11.83,16.59,19.14,40.27,13.61,12.08
"32,8,10",TGFB1_2,EGFR_2,ERBB2_2,27.67,30.74,35.99,45.97,41.86,84.54
"32,8,11",TGFB1_2,EGFR_2,HDAC1_1,16.81,14.98,17.67,22.88,20.98,11.58
"32,8,12",TGFB1_2,EGFR_2,HDAC1_2,4.54,5.91,1.96,10.87,7.12,8.58
"32,8,13",TGFB1_2,EGFR_2,IKBKB_1,19.06,21.75,21.75,26.29,47.76,51.15
"32,8,14",TGFB1_2,EGFR_2,IKBKB_2,4.84,8.07,7.1,2.98,22.5,2.65
"32,8,15",TGFB1_2,EGFR_2,MAP2K1_1,22.99,19.35,24.81,36.41,24.91,17.42
"32,8,16",TGFB1_2,EGFR_2,MAP2K1_2,2.45,3.36,1.59,11.85,6.44,
"32,8,17",TGFB1_2,EGFR_2,MTOR_1,8.23,15.62,2.34,9.92,10.32,4.73
"32,8,18",TGFB1_2,EGFR_2,MTOR_2,4.97,3.53,,,0.79,
"32,8,19",TGFB1_2,EGFR_2,POLA1_1,14.79,13.23,4.95,1.74,2.7,19.77
"32,8,20",TGFB1_2,EGFR_2,POLA1_2,15.35,10.23,13.78,7.04,7.17,10.62
"32,8,21",TGFB1_2,EGFR_2,TOP1_1,18.69,13.02,,,,
"32,8,22",TGFB1_2,EGFR_2,TOP1_2,4.6,3.34,0.08,0.49,0.93,4.04
"32,8,23",TGFB1_2,EGFR_2,TUBA1A_1,23.47,23.08,14.99,9.85,18.97,9.27
"32,8,24",TGFB1_2,EGFR_2,TUBA1A_2,8.9,4.69,10.04,7.46,11.84,20.88
"32,8,25",TGFB1_2,EGFR_2,TYMS_1,3.44,4.11,12.73,,3.64,
"32,8,26",TGFB1_2,EGFR_2,TYMS_3,13.47,9.05,2.98,13.46,5.21,3
"32,8,27",TGFB1_2,EGFR_2,FGF2_1,10.97,8.56,21.37,10.44,18.87,9.23
"32,8,28",TGFB1_2,EGFR_2,FGF2_2,13.34,9.94,11.21,12.51,15.53,14.54
"32,8,29",TGFB1_2,EGFR_2,PIK3C3_1,10.41,20.56,17.48,54.54,25.16,41.58
"32,8,30",TGFB1_2,EGFR_2,PIK3C3_2,8.12,2.75,4.57,1.38,8.79,3.88
"32,8,31",TGFB1_2,EGFR_2,TGFB1_1,12.29,16.17,5.82,22.36,11.84,24.12
"32,8,32",TGFB1_2,EGFR_2,TGFB1_2,5.49,9.18,5.17,14.57,4.37,14.69
"32,9,1",TGFB1_2,ERBB2_1,dummyguide_1,23.39,26.3,33.49,26.52,29.68,10.19
"32,9,2",TGFB1_2,ERBB2_1,dummyguide_2,13.39,12.47,22.43,1.41,10.76,9.19
"32,9,3",TGFB1_2,ERBB2_1,CDK4_3,24.5,26.31,43.05,26.09,37.64,19.12
"32,9,4",TGFB1_2,ERBB2_1,CDK4_2,19.66,25.75,21.9,51.43,14.79,27.42
"32,9,5",TGFB1_2,ERBB2_1,DNMT1_1,29.87,25.77,16.35,25.63,18.82,26.35
"32,9,6",TGFB1_2,ERBB2_1,DNMT1_2,22.56,22.74,29.3,21.31,34.39,14.81
"32,9,7",TGFB1_2,ERBB2_1,EGFR_1,24.23,20.1,20.62,8.18,22.65,15.04
"32,9,8",TGFB1_2,ERBB2_1,EGFR_2,23.58,31.09,8.87,4.58,16.95,16.08
"32,9,9",TGFB1_2,ERBB2_1,ERBB2_1,24.74,14.07,16.92,11.26,8.25,29.27
"32,9,10",TGFB1_2,ERBB2_1,ERBB2_2,21.19,23.41,31.53,62.63,26.04,45.15
"32,9,11",TGFB1_2,ERBB2_1,HDAC1_1,20.17,40.43,46.6,59.32,27.12,60.23
"32,9,12",TGFB1_2,ERBB2_1,HDAC1_2,17.61,8.03,18.8,24.03,16.61,19.15
"32,9,13",TGFB1_2,ERBB2_1,IKBKB_1,9.44,7.35,7.44,30.45,13.02,20.12
"32,9,14",TGFB1_2,ERBB2_1,IKBKB_2,14.36,18.28,21.22,22.92,22.45,30.35
"32,9,15",TGFB1_2,ERBB2_1,MAP2K1_1,13.1,20.57,11.29,10.05,21.47,5.81
"32,9,16",TGFB1_2,ERBB2_1,MAP2K1_2,20.41,28.85,29.15,33.46,41.42,18.46
"32,9,17",TGFB1_2,ERBB2_1,MTOR_1,21.11,18.81,,0.03,3,
"32,9,18",TGFB1_2,ERBB2_1,MTOR_2,20.27,17.46,4.61,8.48,3.39,4.31
"32,9,19",TGFB1_2,ERBB2_1,POLA1_1,6.35,3.53,1.89,4.13,2.51,2.62
"32,9,20",TGFB1_2,ERBB2_1,POLA1_2,10.92,9.59,1.43,5.21,10.51,1.46
"32,9,21",TGFB1_2,ERBB2_1,TOP1_1,15.38,6.56,0.04,0.03,,
"32,9,22",TGFB1_2,ERBB2_1,TOP1_2,27.94,18.93,15.1,13.23,17.2,9.88
"32,9,23",TGFB1_2,ERBB2_1,TUBA1A_1,20.3,11.41,20.54,25.01,33.31,31.23
"32,9,24",TGFB1_2,ERBB2_1,TUBA1A_2,14.31,7.98,6.12,8.87,9.04,7.88
"32,9,25",TGFB1_2,ERBB2_1,TYMS_1,13.34,20.78,42.59,39.58,23.49,19.69
"32,9,26",TGFB1_2,ERBB2_1,TYMS_3,26.57,38.19,36.48,19.05,18.82,8.38
"32,9,27",TGFB1_2,ERBB2_1,FGF2_1,24.17,18.74,28.43,37.98,31.59,74.31
"32,9,28",TGFB1_2,ERBB2_1,FGF2_2,16.51,11.13,15.22,20.56,7.66,7.46
"32,9,29",TGFB1_2,ERBB2_1,PIK3C3_1,14.25,3.92,7.67,1.41,7.22,0.04
"32,9,30",TGFB1_2,ERBB2_1,PIK3C3_2,22.43,11.25,8.8,12.21,24.86,1.77
"32,9,31",TGFB1_2,ERBB2_1,TGFB1_1,21.43,15.26,5.55,1.93,9.14,4.77
"32,9,32",TGFB1_2,ERBB2_1,TGFB1_2,8.9,10.36,9.93,11.13,7.47,16.08
"32,10,1",TGFB1_2,ERBB2_2,dummyguide_1,17.21,17.57,19.33,3.6,43.29,25.65
"32,10,2",TGFB1_2,ERBB2_2,dummyguide_2,17.59,13.66,17.07,19.22,28.06,3.96
"32,10,3",TGFB1_2,ERBB2_2,CDK4_3,18.98,20.08,17.48,59.36,28.74,80.31
"32,10,4",TGFB1_2,ERBB2_2,CDK4_2,23.02,15.97,23.22,19.81,26.63,35.92
"32,10,5",TGFB1_2,ERBB2_2,DNMT1_1,13.47,8.01,28.89,14.77,13.07,23.31
"32,10,6",TGFB1_2,ERBB2_2,DNMT1_2,21.3,30.6,38.89,30.45,36.56,55.62
"32,10,7",TGFB1_2,ERBB2_2,EGFR_1,22.69,13.07,13.82,11.26,33.02,31.88
"32,10,8",TGFB1_2,ERBB2_2,EGFR_2,16.75,16.62,12.88,36.14,13.9,25.88
"32,10,9",TGFB1_2,ERBB2_2,ERBB2_1,18.5,19.54,17.22,17.78,22.95,21.92
"32,10,10",TGFB1_2,ERBB2_2,ERBB2_2,15,16.39,22.2,42.27,31.1,29.38
"32,10,11",TGFB1_2,ERBB2_2,HDAC1_1,29.17,40.2,79.03,95.73,52.57,78.96
"32,10,12",TGFB1_2,ERBB2_2,HDAC1_2,9.2,3.18,2.04,,4.72,8.73
"32,10,13",TGFB1_2,ERBB2_2,IKBKB_1,18.66,20.12,9.29,14.67,21.27,16.69
"32,10,14",TGFB1_2,ERBB2_2,IKBKB_2,9.47,4.57,2.87,17.42,3.29,2.23
"32,10,15",TGFB1_2,ERBB2_2,MAP2K1_1,17.77,29.25,28.09,37.55,35.28,93
"32,10,16",TGFB1_2,ERBB2_2,MAP2K1_2,13.04,14.54,24.62,39.16,22.21,42.92
"32,10,17",TGFB1_2,ERBB2_2,MTOR_1,7.64,2.85,,,4.77,
"32,10,18",TGFB1_2,ERBB2_2,MTOR_2,7.64,8.64,,,,
"32,10,19",TGFB1_2,ERBB2_2,POLA1_1,23.96,17.72,12.57,5.73,18.18,14.81
"32,10,20",TGFB1_2,ERBB2_2,POLA1_2,15.57,1.61,5.51,2.19,6.34,6.27
"32,10,21",TGFB1_2,ERBB2_2,TOP1_1,4.81,5.21,12.88,19.48,5.21,11.19
"32,10,22",TGFB1_2,ERBB2_2,TOP1_2,6.75,4.3,1.89,11.82,5.11,5.77
"32,10,23",TGFB1_2,ERBB2_2,TUBA1A_1,14.44,24.63,29.42,21.9,38.08,53.38
"32,10,24",TGFB1_2,ERBB2_2,TUBA1A_2,20.79,13.63,4.64,7.2,6.44,0.15
"32,10,25",TGFB1_2,ERBB2_2,TYMS_1,22.26,21.08,25.07,31.07,29.09,14.27
"32,10,26",TGFB1_2,ERBB2_2,TYMS_3,13.15,12.65,30.81,39.45,30.12,25.62
"32,10,27",TGFB1_2,ERBB2_2,FGF2_1,16.03,13.38,3.17,7.63,11.55,9.54
"32,10,28",TGFB1_2,ERBB2_2,FGF2_2,25.54,24.65,37.01,74.94,38.13,55.04
"32,10,29",TGFB1_2,ERBB2_2,PIK3C3_1,9.68,7.07,17.6,2.75,16.71,6.69
"32,10,30",TGFB1_2,ERBB2_2,PIK3C3_2,14.44,9.01,1.93,0.07,8.16,0.08
"32,10,31",TGFB1_2,ERBB2_2,TGFB1_1,16.67,19.84,19.07,26.45,17.93,22.96
"32,10,32",TGFB1_2,ERBB2_2,TGFB1_2,4.65,4.93,2.98,4.45,2.06,2.77
"32,11,1",TGFB1_2,HDAC1_1,dummyguide_1,7.69,8.28,9.52,16.3,18.92,24.54
"32,11,2",TGFB1_2,HDAC1_1,dummyguide_2,8.15,12.47,19.07,33.75,20.29,22.42
"32,11,3",TGFB1_2,HDAC1_1,CDK4_3,8.87,17.2,8.72,10.12,20.59,12.92
"32,11,4",TGFB1_2,HDAC1_1,CDK4_2,5.3,4.23,2,0.85,,
"32,11,5",TGFB1_2,HDAC1_1,DNMT1_1,6.1,7.56,12.05,20.63,11.79,21.23
"32,11,6",TGFB1_2,HDAC1_1,DNMT1_2,2.96,1.68,1.43,4.45,5.31,
"32,11,7",TGFB1_2,HDAC1_1,EGFR_1,13.9,28.27,34.06,32.05,26.73,61.27
"32,11,8",TGFB1_2,HDAC1_1,EGFR_2,3.9,1.94,6,0.13,6.78,1.42
"32,11,9",TGFB1_2,HDAC1_1,ERBB2_1,5.54,2.68,3.02,6.15,2.06,
"32,11,10",TGFB1_2,HDAC1_1,ERBB2_2,18.74,8.98,14.31,28.68,12.28,9.81
"32,11,11",TGFB1_2,HDAC1_1,HDAC1_1,11.29,6.51,4.68,3.6,1.23,0.04
"32,11,12",TGFB1_2,HDAC1_1,HDAC1_2,7.26,0.02,8.08,2.23,3.34,1.65
"32,11,13",TGFB1_2,HDAC1_1,IKBKB_1,3.9,,,,,0.04
"32,11,14",TGFB1_2,HDAC1_1,IKBKB_2,15.6,17.18,26.02,29.99,28.5,52.38
"32,11,15",TGFB1_2,HDAC1_1,MAP2K1_1,1.51,1.22,1.62,3.08,6.09,3.92
"32,11,16",TGFB1_2,HDAC1_1,MAP2K1_2,1.61,3.5,3.44,0.03,,0.04
"32,11,17",TGFB1_2,HDAC1_1,MTOR_1,7.45,3.11,5.89,,0.1,
"32,11,18",TGFB1_2,HDAC1_1,MTOR_2,8.04,1.84,2.42,0.03,3.14,2.27
"32,11,19",TGFB1_2,HDAC1_1,POLA1_1,5.46,15.22,1.43,1.6,7.81,
"32,11,20",TGFB1_2,HDAC1_1,POLA1_2,7.29,11.41,8.53,0.03,8.89,23.65
"32,11,21",TGFB1_2,HDAC1_1,TOP1_1,6.72,6.3,7.17,1.34,7.27,4.38
"32,11,22",TGFB1_2,HDAC1_1,TOP1_2,9.44,6.25,4.49,,3.54,3.15
"32,11,23",TGFB1_2,HDAC1_1,TUBA1A_1,9.84,6.84,18.05,10.44,21.47,29.04
"32,11,24",TGFB1_2,HDAC1_1,TUBA1A_2,8.34,3.46,5.1,,4.57,4.85
"32,11,25",TGFB1_2,HDAC1_1,TYMS_1,11.62,9.74,10.99,6.78,14.25,2.31
"32,11,26",TGFB1_2,HDAC1_1,TYMS_3,8.04,12.16,10.16,7.99,3.93,7.77
"32,11,27",TGFB1_2,HDAC1_1,FGF2_1,10.19,9.29,12.46,3.37,12.14,4.62
"32,11,28",TGFB1_2,HDAC1_1,FGF2_2,14.28,2.82,4.04,0.03,,1
"32,11,29",TGFB1_2,HDAC1_1,PIK3C3_1,9.71,9.81,3.63,2.32,5.65,0.54
"32,11,30",TGFB1_2,HDAC1_1,PIK3C3_2,7.02,12,14.73,16.86,10.22,5.08
"32,11,31",TGFB1_2,HDAC1_1,TGFB1_1,7.5,0.02,0.04,0.03,,0.08
"32,11,32",TGFB1_2,HDAC1_1,TGFB1_2,10.51,5.91,12.35,8.51,9.83,16.92
"32,12,1",TGFB1_2,HDAC1_2,dummyguide_1,20.03,20.56,33.34,61.19,48.25,32.73
"32,12,2",TGFB1_2,HDAC1_2,dummyguide_2,22.43,16.94,15.78,9.99,20.24,26.04
"32,12,3",TGFB1_2,HDAC1_2,CDK4_3,20.33,33.75,15.63,19.15,21.27,15.08
"32,12,4",TGFB1_2,HDAC1_2,CDK4_2,9.98,14.1,21.41,23.28,28.89,54.85
"32,12,5",TGFB1_2,HDAC1_2,DNMT1_1,27.32,29.83,38.63,42.76,28.69,25.31
"32,12,6",TGFB1_2,HDAC1_2,DNMT1_2,12.69,6.18,14.01,14.14,10.96,12.35
"32,12,7",TGFB1_2,HDAC1_2,EGFR_1,11.43,12.84,16.12,14.08,14.84,10.46
"32,12,8",TGFB1_2,HDAC1_2,EGFR_2,8.69,7.1,6.8,10.15,22.55,8.08
"32,12,9",TGFB1_2,HDAC1_2,ERBB2_1,31.33,32.14,30.62,30.12,28.69,39.12
"32,12,10",TGFB1_2,HDAC1_2,ERBB2_2,28.93,26.84,16.27,27.89,36.06,19
"32,12,11",TGFB1_2,HDAC1_2,HDAC1_1,20.76,19.37,34.55,25.11,41.17,35.54
"32,12,12",TGFB1_2,HDAC1_2,HDAC1_2,18.2,17.95,17.67,10.67,13.12,37.88
"32,12,13",TGFB1_2,HDAC1_2,IKBKB_1,16.67,26.33,14.8,42.04,36.36,49.46
"32,12,14",TGFB1_2,HDAC1_2,IKBKB_2,25.49,16.04,16.5,18.89,24.08,28.69
"32,12,15",TGFB1_2,HDAC1_2,MAP2K1_1,26.27,22.5,35.38,23.64,57.53,60.38
"32,12,16",TGFB1_2,HDAC1_2,MAP2K1_2,9.12,7.24,4.23,13.95,21.32,27.27
"32,12,17",TGFB1_2,HDAC1_2,MTOR_1,23.45,23.57,16.95,3.34,15.53,0.5
"32,12,18",TGFB1_2,HDAC1_2,MTOR_2,13.79,14.12,18.13,16.34,13.9,30.35
"32,12,19",TGFB1_2,HDAC1_2,POLA1_1,28.72,7.02,7.4,5.17,3.44,6.85
"32,12,20",TGFB1_2,HDAC1_2,POLA1_2,11.24,5.04,1.13,0.98,4.03,
"32,12,21",TGFB1_2,HDAC1_2,TOP1_1,24.44,5.07,,,,
"32,12,22",TGFB1_2,HDAC1_2,TOP1_2,13.31,10.95,1.36,,2.65,
"32,12,23",TGFB1_2,HDAC1_2,TUBA1A_1,10.51,4.99,9.78,7.33,4.42,6.31
"32,12,24",TGFB1_2,HDAC1_2,TUBA1A_2,25.33,25.58,13.97,7.2,12.97,11.81
"32,12,25",TGFB1_2,HDAC1_2,TYMS_1,22.1,18.18,21.49,22,18.03,19.92
"32,12,26",TGFB1_2,HDAC1_2,TYMS_3,27.91,31.39,38.78,46.49,33.56,36.77
"32,12,27",TGFB1_2,HDAC1_2,FGF2_1,20.46,24.28,24.39,17.29,22.45,23.77
"32,12,28",TGFB1_2,HDAC1_2,FGF2_2,20.92,25.18,24.39,13.29,24.32,28.35
"32,12,29",TGFB1_2,HDAC1_2,PIK3C3_1,17.83,14.42,12.31,1.93,17.69,14.5
"32,12,30",TGFB1_2,HDAC1_2,PIK3C3_2,31.94,18.68,21.41,27.4,35.18,24.88
"32,12,31",TGFB1_2,HDAC1_2,TGFB1_1,34.58,22.39,29.87,18.33,37.29,30.58
"32,12,32",TGFB1_2,HDAC1_2,TGFB1_2,10.14,9.2,7.63,1.47,8.5,3.19
"32,13,1",TGFB1_2,IKBKB_1,dummyguide_1,30.49,63.84,87.76,133.25,75.22,141.38
"32,13,2",TGFB1_2,IKBKB_1,dummyguide_2,36,37.46,54.83,71.44,40.98,38.69
"32,13,3",TGFB1_2,IKBKB_1,CDK4_3,30.71,69.28,59.21,48.32,38.47,57.46
"32,13,4",TGFB1_2,IKBKB_1,CDK4_2,44.77,77.5,91.19,89.64,105.24,98.19
"32,13,5",TGFB1_2,IKBKB_1,DNMT1_1,70.93,92.08,110.9,133.54,106.67,169.62
"32,13,6",TGFB1_2,IKBKB_1,DNMT1_2,25.65,22.73,18.39,13.23,23.83,26.69
"32,13,7",TGFB1_2,IKBKB_1,EGFR_1,35.12,61.22,58.94,57.75,54.88,46.81
"32,13,8",TGFB1_2,IKBKB_1,EGFR_2,43.96,61.81,80.51,67.64,66.62,76.65
"32,13,9",TGFB1_2,IKBKB_1,ERBB2_1,39.63,52.14,59.4,53.27,70.75,72.65
"32,13,10",TGFB1_2,IKBKB_1,ERBB2_2,42.57,70.35,106.86,98.12,85.39,64.88
"32,13,11",TGFB1_2,IKBKB_1,HDAC1_1,42,51.42,69.14,95.47,42.06,85.15
"32,13,12",TGFB1_2,IKBKB_1,HDAC1_2,30.36,14.77,19.67,24.78,47.07,16.73
"32,13,13",TGFB1_2,IKBKB_1,IKBKB_1,37.51,44.65,61.59,93.63,50.26,59.31
"32,13,14",TGFB1_2,IKBKB_1,IKBKB_2,30.01,44.16,42.18,42.14,42.35,58.12
"32,13,15",TGFB1_2,IKBKB_1,MAP2K1_1,57.84,67.9,89.64,64.04,65.79,106.27
"32,13,16",TGFB1_2,IKBKB_1,MAP2K1_2,24.31,32.56,36.74,30.35,22.99,44.77
"32,13,17",TGFB1_2,IKBKB_1,MTOR_1,31.14,38.21,15.41,28.25,20.39,42.27
"32,13,18",TGFB1_2,IKBKB_1,MTOR_2,23.55,17.27,4.15,,7.52,8.46
"32,13,19",TGFB1_2,IKBKB_1,POLA1_1,44.15,20.94,10.23,14.63,9.53,18.27
"32,13,20",TGFB1_2,IKBKB_1,POLA1_2,29.04,7.65,3.32,0.03,1.82,
"32,13,21",TGFB1_2,IKBKB_1,TOP1_1,25.6,25.96,12.01,9.89,12.33,6.31
